0.177 aa - s 0 0 + 0 l 1 initial 0 1 0 1 0 1 0 1 0 
0.164 aa - f 0 0 - r 0 0 final 1 0 0 0 4 0 0 0 0 
0.188 aa - s 0 0 - f 0 0 mid 0 1 0 0 0 4 1 1 0 
0.123 aa - n 0 0 - l 0 0 final 0 1 0 0 1 0 0 0 1 
0.159 aa - f 0 0 - r 0 0 final 0 1 0 0 1 1 1 1 0 
0.21 aa - s 0 0 + 0 l 1 initial 0 1 0 1 0 1 1 1 0 
0.19 aa - f 0 0 - r 0 0 final 1 0 0 0 4 0 0 0 0 
0.119 aa - f 0 0 - r 0 0 initial 1 0 0 1 0 1 1 1 0 
0.314 aa - f 0 0 - a 0 0 final 0 1 0 0 4 0 0 1 0 
0.128 aa - f 0 0 - r 0 0 final 1 0 0 0 1 1 0 0 0 
0.131 aa - n 0 0 - f 0 0 initial 0 1 0 1 0 1 0 1 0 
0.186 aa - n 0 0 - f 0 0 initial 1 0 0 1 0 4 0 1 0 
0.187 aa - s 0 0 - r 0 0 final 1 0 0 0 4 0 1 0 0 
0.187 aa - f 0 0 - a 0 0 single 1 0 0 1 1 1 0 1 0 
0.12 aa - s 0 0 - s 0 0 mid 0 1 0 0 0 4 1 1 0 
0.127 aa - s 0 0 - s 0 0 initial 1 0 0 1 0 1 1 1 1 
0.151 aa - f 0 0 + 0 l 1 initial 0 1 0 1 0 0 1 1 0 
0.26 aa - s 0 0 - s 0 0 single 1 0 0 1 1 0 0 1 1 
0.17 aa - s 0 0 - s 0 0 single 1 0 0 1 1 0 0 1 1 
0.213 aa - a 0 0 - a 0 0 single 1 0 0 1 1 1 1 1 0 
0.213 aa - s 0 0 - f 0 0 single 1 0 0 1 1 1 0 1 0 
0.204 aa - s 0 0 - s 0 0 single 1 0 0 1 1 0 1 1 1 
0.179 aa - n 0 0 - f 0 0 initial 1 0 0 1 0 1 0 1 0 
0.179 aa - s 0 0 - s 0 0 single 1 0 0 1 4 0 0 1 0 
0.141 aa - s 0 0 - s 0 0 mid 0 1 0 0 0 1 1 1 0 
0.085 aa - f 0 0 + 0 l 1 initial 0 1 0 1 0 1 0 1 0 
0.204 aa - s 0 0 - s 0 0 single 1 0 0 1 1 1 1 1 0 
0.179 aa - l 0 0 - s 0 0 initial 1 0 0 1 0 1 1 1 0 
0.149 aa - s 0 0 + 0 l 1 initial 0 1 0 1 0 0 1 1 0 
0.139 aa - a 0 0 - a 0 0 single 1 0 0 1 1 0 1 1 1 
0.193 aa - s 0 0 - s 0 0 initial 1 0 0 1 0 4 0 1 0 
0.109 aa - s 0 0 - s 0 0 initial 1 0 1 1 0 1 0 1 0 
0.168 aa - s 0 0 - s 0 0 final 0 1 0 0 1 1 1 0 1 
0.111 aa - f 0 0 + 0 d 3 initial 0 1 0 1 0 1 1 1 0 
0.191 aa - s 0 0 - s 0 0 single 1 0 1 0 1 1 0 1 1 
0.259 aa - f 0 0 - l 0 0 single 1 0 0 0 1 1 0 1 1 
0.204 aa - n 0 0 - s 0 0 single 1 0 0 1 1 1 1 1 0 
0.198 aa - s 0 0 - s 0 0 single 1 0 0 1 4 0 0 1 0 
0.24 aa - f 0 0 - s 0 0 single 2 0 0 1 1 1 0 1 1 
0.162 aa - s 0 0 - s 0 0 initial 1 0 0 1 0 1 0 1 0 
0.176 aa - a 0 0 - l 0 0 single 1 0 0 1 1 0 0 1 1 
0.222 aa - f 0 0 - s 0 0 single 1 0 0 1 1 4 1 1 1 
0.202 aa - f 0 0 - s 0 0 single 1 0 0 1 1 1 0 1 0 
0.23 aa - s 0 0 - s 0 0 initial 1 0 0 1 0 3 1 1 0 
0.19 aa - s 0 0 - a 0 0 single 1 0 1 1 1 0 1 1 1 
0.179 aa - n 0 0 - a 0 0 initial 1 0 0 1 0 1 0 1 0 
0.297 aa - f 0 0 - s 0 0 single 2 0 1 1 1 1 1 1 1 
0.165 aa - f 0 0 - l 0 0 single 1 0 0 1 1 1 0 1 1 
0.152 aa - a 0 0 - l 0 0 initial 1 0 0 1 0 1 0 1 0 
0.217 aa - f 0 0 - r 0 0 single 2 0 0 1 4 0 0 1 0 
